num_tracks,num_albums,num_followers,num_artists,avg_song_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_popularity
58,51,3,33,196826,0.582,0.321,0.051,0.65,0.0,0.14,0.428,70.0
28,22,1,16,266569,0.762,0.684,0.072,0.093,0.0,0.161,0.73,75.0
29,27,2,26,221190,,,,,,,,
217,112,3,50,216500,0.774,0.786,0.057,0.03,0.0,0.104,0.621,67.0
22,21,1,17,251426,0.408,0.35,0.027,0.625,0.001,0.107,0.252,80.5
13,2,2,6,172965,,,,,,,,
67,57,5,56,261720,0.602,0.37,0.035,0.465,0.1,0.116,0.67,63.2
90,64,1,52,224171,,,,,,,,
138,111,1,90,230646,0.571,0.565,0.044,0.37,0.001,0.199,0.529,68.125
81,76,3,62,213996,0.652,0.757,0.074,0.17,0.03,0.126,0.544,75.25
54,41,3,30,200122,,,,,,,,
69,60,2,45,220230,0.641,0.708,0.063,0.107,0.019,0.111,0.611,78.692
101,86,1,59,256902,0.645,0.817,0.051,0.145,0.017,0.146,0.742,74.8
37,33,2,31,220177,0.584,0.764,0.048,0.071,0.0,0.302,0.337,64.5
190,116,1,49,223251,,,,,,,,
47,29,1,19,336628,,,,,,,,
97,25,1,19,228100,,,,,,,,
88,63,1,51,221538,0.614,0.669,0.072,0.116,0.007,0.147,0.528,78.412
39,36,1,34,251745,0.644,0.668,0.043,0.058,0.0,0.101,0.752,68.556
78,64,1,47,239022,0.691,0.589,0.183,0.07,0.0,0.264,0.365,75.333
155,111,1,86,233219,0.494,0.43,0.033,0.492,0.003,0.151,0.414,62.083
242,42,1,60,204421,,,,,,,,
34,31,1,31,217874,0.667,0.482,0.049,0.075,0.0,0.127,0.342,64.0
33,29,2,26,220253,0.718,0.621,0.294,0.018,0.007,0.361,0.37,76.667
24,17,1,8,229029,0.493,0.907,0.072,0.02,0.003,0.166,0.483,68.9
5,5,3,5,288522,,,,,,,,
228,156,1,80,291563,0.481,0.665,0.069,0.207,0.081,0.199,0.548,72.585
37,33,1,23,259847,0.775,0.631,0.037,0.193,0.758,0.261,0.354,57.5
77,71,8,64,393360,,,,,,,,
25,19,1,15,241856,,,,,,,,
131,120,1,110,220863,0.515,0.544,0.051,0.347,0.008,0.155,0.308,70.333
132,102,1,68,228485,0.753,0.648,0.166,0.049,0.003,0.231,0.5,76.545
152,115,1,87,243760,0.518,0.381,0.037,0.477,0.002,0.167,0.418,65.121
23,23,1,23,242877,0.732,0.666,0.089,0.052,0.002,0.129,0.469,77.333
24,23,1,20,228058,0.631,0.684,0.042,0.179,0.0,0.147,0.447,68.667
51,51,1,47,252310,0.599,0.701,0.036,0.215,0.007,0.154,0.249,70.5
106,22,1,18,238816,0.432,0.382,0.034,0.66,0.205,0.128,0.194,58.059
152,132,1,103,218216,0.493,0.811,0.056,0.063,0.001,0.297,0.505,68.167
106,65,1,52,280551,,,,,,,,
16,11,1,9,254435,,,,,,,,
121,101,1,64,233886,0.852,0.733,0.175,0.092,0.001,0.121,0.748,75.111
93,77,1,63,224081,0.651,0.715,0.098,0.118,0.013,0.227,0.49,75.944
70,67,1,65,246580,0.567,0.371,0.04,0.563,0.075,0.126,0.346,69.833
108,24,1,9,254918,,,,,,,,
83,78,1,72,218506,0.606,0.709,0.04,0.155,0.0,0.191,0.709,72.444
10,8,1,8,229613,0.673,0.691,0.088,0.127,0.077,0.101,0.827,78.0
36,32,1,27,236383,0.846,0.746,0.161,0.167,0.0,0.222,0.758,79.0
27,22,1,11,249650,,,,,,,,
73,68,1,48,228914,0.57,0.768,0.038,0.256,0.0,0.11,0.657,76.0
7,7,1,7,216009,,,,,,,,
44,40,1,36,226204,0.639,0.743,0.097,0.064,0.0,0.151,0.488,69.4
48,33,1,28,217398,,,,,,,,
180,142,2,100,229979,0.764,0.645,0.149,0.125,0.002,0.18,0.451,77.667
28,26,1,23,219481,0.744,0.688,0.135,0.277,0.038,0.309,0.711,70.333
41,37,1,31,238306,0.506,0.452,0.053,0.554,0.0,0.156,0.38,75.167
39,37,1,34,247467,,,,,,,,
60,32,2,29,192556,,,,,,,,
183,140,2,121,260886,0.622,0.705,0.12,0.12,0.005,0.223,0.584,72.143
109,46,1,33,254506,0.72,0.588,0.111,0.183,0.0,0.316,0.439,74.0
75,65,1,48,234484,0.768,0.732,0.06,0.215,0.0,0.15,0.82,72.5
107,90,1,69,238407,0.718,0.741,0.078,0.105,0.0,0.176,0.631,79.214
34,14,1,8,246441,0.716,0.614,0.075,0.233,0.0,0.111,0.234,67.0
11,9,3,6,200844,0.558,0.901,0.119,0.006,0.0,0.104,0.511,77.5
42,38,1,34,220949,0.627,0.758,0.098,0.026,0.001,0.247,0.555,76.0
62,27,1,12,232090,,,,,,,,
45,44,1,42,216114,0.599,0.419,0.034,0.311,0.0,0.168,0.552,62.25
62,43,1,25,246366,0.508,0.695,0.043,0.128,0.0,0.113,0.377,54.182
101,92,2,84,232178,0.563,0.694,0.07,0.077,0.004,0.196,0.34,66.556
76,57,3,35,228511,0.758,0.716,0.069,0.207,0.0,0.082,0.672,75.667
132,116,7,94,234476,0.534,0.615,0.044,0.304,0.0,0.151,0.429,72.833
109,92,5,72,232801,0.768,0.624,0.156,0.124,0.048,0.149,0.553,73.923
102,86,2,61,229224,0.665,0.492,0.086,0.302,0.0,0.136,0.477,72.2
175,103,1,51,222114,0.542,0.698,0.041,0.291,0.0,0.151,0.455,74.0
125,35,1,19,224590,,,,,,,,
18,15,1,12,219343,,,,,,,,
155,85,2,39,229760,0.6,0.679,0.06,0.146,0.003,0.169,0.394,71.545
79,73,1,60,225906,0.557,0.523,0.057,0.39,0.001,0.117,0.586,70.0
54,52,2,52,241457,0.495,0.597,0.069,0.049,0.296,0.13,0.556,72.0
46,39,1,40,259035,,,,,,,,
45,35,2,18,195283,,,,,,,,
165,81,2,36,262470,0.766,0.684,0.277,0.124,0.001,0.224,0.611,66.4
31,10,1,10,221478,,,,,,,,
38,34,1,27,205085,0.452,0.913,0.086,0.008,0.0,0.182,0.661,77.375
71,9,2,4,261339,,,,,,,,
30,22,1,16,254799,,,,,,,,
41,27,1,21,259916,0.552,0.573,0.336,0.416,0.0,0.144,0.488,70.0
43,38,1,34,228644,0.51,0.637,0.041,0.21,0.0,0.185,0.485,66.2
97,85,1,74,224136,0.6,0.698,0.068,0.181,0.0,0.144,0.425,74.588
60,57,1,46,223815,0.562,0.647,0.049,0.173,0.001,0.122,0.5,77.462
116,108,3,89,249471,0.65,0.805,0.055,0.089,0.124,0.228,0.601,74.286
232,169,1,76,235622,0.54,0.788,0.152,0.017,0.001,0.256,0.082,44.0
97,89,1,82,236586,0.523,0.371,0.036,0.476,0.144,0.216,0.255,63.4
51,47,2,43,216356,0.546,0.797,0.055,0.059,0.002,0.245,0.39,73.2
23,16,1,14,263542,,,,,,,,
26,25,1,25,233576,0.56,0.912,0.063,0.046,0.0,0.221,0.601,71.0
37,35,1,32,224187,0.553,0.719,0.068,0.07,0.0,0.157,0.297,73.4
180,107,1,63,209353,0.797,0.488,0.163,0.386,0.002,0.195,0.464,73.545
38,37,1,32,229944,0.529,0.554,0.037,0.355,0.007,0.101,0.482,78.375
238,166,13,132,245664,0.468,0.439,0.068,0.443,0.011,0.178,0.399,64.619
45,36,1,34,214235,0.726,0.556,0.129,0.154,0.004,0.127,0.461,81.0
184,88,1,53,241852,0.549,0.366,0.035,0.447,0.0,0.335,0.18,71.0
71,31,1,21,241522,,,,,,,,
31,23,1,21,217634,,,,,,,,
83,55,1,36,223560,0.645,0.689,0.048,0.208,0.0,0.111,0.522,80.0
109,84,1,71,277842,0.73,0.477,0.181,0.331,0.031,0.166,0.609,68.0
151,81,1,65,236056,0.603,0.728,0.181,0.071,0.007,0.353,0.418,66.333
151,126,1,75,258676,0.525,0.698,0.055,0.161,0.03,0.178,0.617,73.943
32,28,1,26,240459,0.555,0.647,0.078,0.256,0.017,0.251,0.553,77.429
27,16,1,14,214563,,,,,,,,
19,11,2,8,308289,0.368,0.608,0.033,0.104,0.0,0.334,0.161,46.5
42,37,1,28,249123,0.501,0.746,0.074,0.135,0.019,0.205,0.517,73.3
128,102,1,70,272778,0.564,0.594,0.046,0.274,0.145,0.199,0.506,68.346
58,56,2,47,219930,0.726,0.789,0.107,0.15,0.01,0.189,0.627,75.154
12,7,1,4,256301,,,,,,,,
36,33,1,25,229097,0.695,0.669,0.065,0.296,0.02,0.236,0.608,81.333
46,42,1,37,226565,0.636,0.707,0.047,0.175,0.025,0.193,0.532,78.846
130,82,1,50,229676,0.49,0.774,0.048,0.069,0.002,0.198,0.548,71.929
75,53,1,39,229065,0.708,0.497,0.132,0.308,0.003,0.138,0.323,79.857
208,178,1,145,216959,0.65,0.82,0.042,0.092,0.06,0.234,0.451,62.545
6,4,1,3,135480,,,,,,,,
15,15,1,15,220991,,,,,,,,
26,22,1,17,243558,0.826,0.646,0.045,0.128,0.003,0.112,0.904,76.667
62,49,1,33,216161,0.81,0.592,0.115,0.063,0.0,0.116,0.281,77.0
64,49,4,39,245368,0.581,0.54,0.08,0.205,0.0,0.144,0.429,75.0
141,115,1,84,237852,0.441,0.557,0.041,0.265,0.131,0.234,0.343,67.0
107,89,2,78,224689,0.598,0.787,0.061,0.082,0.002,0.243,0.503,70.947
32,25,1,23,312009,0.702,0.486,0.055,0.68,0.0,0.1,0.548,58.0
85,63,2,37,231040,,,,,,,,
153,124,1,104,225039,0.517,0.64,0.047,0.293,0.001,0.192,0.441,72.0
24,22,1,20,238536,0.71,0.826,0.063,0.087,0.155,0.153,0.584,59.0
112,94,49,75,245612,0.479,0.5,0.037,0.415,0.001,0.153,0.376,72.286
84,74,1,49,228030,0.535,0.499,0.029,0.416,0.002,0.103,0.423,76.6
31,26,2,25,240978,,,,,,,,
41,32,1,28,214828,,,,,,,,
19,14,2,6,226011,,,,,,,,
49,46,1,46,234834,,,,,,,,
45,32,1,24,216114,0.601,0.648,0.046,0.31,0.0,0.14,0.426,75.375
58,50,2,45,271049,0.619,0.558,0.068,0.315,0.476,0.248,0.393,50.0
70,65,1,45,214464,0.668,0.711,0.044,0.114,0.01,0.209,0.477,70.5
21,19,1,18,229941,0.634,0.653,0.077,0.16,0.002,0.131,0.651,77.25
180,90,1,49,212541,0.35,0.465,0.05,0.168,0.845,0.165,0.147,52.2
12,12,1,12,235322,,,,,,,,
28,26,1,24,239872,,,,,,,,
47,40,1,38,223049,0.792,0.509,0.036,0.23,0.0,0.115,0.76,77.5
30,30,1,30,248768,,,,,,,,
20,15,1,12,231963,,,,,,,,
94,63,1,51,169607,,,,,,,,
18,17,1,15,331980,0.372,0.591,0.034,0.131,0.0,0.387,0.203,51.5
77,65,3,43,272898,0.487,0.396,0.033,0.636,0.001,0.204,0.56,65.286
49,41,3,31,245215,0.48,0.771,0.043,0.08,0.002,0.18,0.513,76.391
182,161,3,117,227993,0.712,0.758,0.112,0.099,0.001,0.21,0.661,77.737
86,44,1,26,242418,0.808,0.343,0.132,0.456,0.006,0.101,0.376,80.667
76,63,2,44,226332,0.614,0.546,0.041,0.266,0.628,0.104,0.456,60.167
59,58,2,55,218635,0.686,0.867,0.046,0.122,0.002,0.405,0.687,63.75
23,22,1,18,231305,,,,,,,,
34,25,1,13,268030,,,,,,,,
28,26,1,21,228422,0.517,0.864,0.061,0.003,0.003,0.152,0.451,63.0
43,32,1,31,206686,0.605,0.791,0.034,0.046,0.0,0.259,0.876,72.0
46,24,2,9,223065,,,,,,,,
36,34,1,32,243096,0.498,0.752,0.04,0.006,0.005,0.166,0.418,70.0
20,19,1,16,301167,,,,,,,,
111,93,1,74,222862,0.65,0.69,0.068,0.18,0.013,0.177,0.535,76.667
43,35,1,17,266710,,,,,,,,
28,25,2,21,211745,0.804,0.469,0.334,0.442,0.011,0.139,0.377,81.0
93,79,1,64,217603,0.547,0.749,0.048,0.122,0.035,0.155,0.504,74.636
59,52,1,47,242369,0.491,0.396,0.05,0.496,0.058,0.353,0.226,65.667
88,76,1,60,220327,0.663,0.687,0.052,0.151,0.009,0.179,0.486,73.833
46,39,1,29,249583,0.743,0.701,0.278,0.146,0.023,0.194,0.641,70.4
11,11,1,11,185203,,,,,,,,
90,65,3,49,223512,0.723,0.757,0.188,0.03,0.111,0.335,0.49,64.833
48,46,2,44,234447,,,,,,,,
80,34,1,19,271954,0.415,0.203,0.032,0.419,0.567,0.177,0.117,60.75
45,34,1,28,276773,0.465,0.605,0.034,0.329,0.056,0.192,0.335,73.25
14,12,1,12,201075,,,,,,,,
117,98,1,86,236509,0.662,0.707,0.077,0.174,0.0,0.216,0.491,74.875
149,101,2,78,219639,0.553,0.792,0.063,0.06,0.001,0.19,0.438,69.259
33,29,1,22,217069,0.812,0.629,0.254,0.118,0.007,0.137,0.353,83.0
96,88,1,83,261071,0.616,0.416,0.038,0.378,0.393,0.105,0.355,63.0
45,42,1,41,238697,0.571,0.567,0.076,0.331,0.007,0.101,0.435,72.75
186,164,1,139,224259,0.574,0.702,0.049,0.163,0.004,0.166,0.65,74.438
246,213,1,158,216620,0.588,0.709,0.071,0.203,0.009,0.185,0.495,75.71
116,96,1,86,220020,0.629,0.626,0.035,0.224,0.0,0.18,0.648,75.538
106,91,3,71,256365,0.655,0.527,0.036,0.236,0.178,0.103,0.518,73.3
29,10,1,7,233867,0.649,0.762,0.167,0.057,0.0,0.232,0.684,71.0
52,50,1,47,225164,0.523,0.765,0.055,0.1,0.005,0.16,0.429,77.0
55,48,2,34,284783,0.213,0.111,0.043,0.752,0.848,0.135,0.124,65.8
9,8,2,8,240778,,,,,,,,
39,32,1,29,187558,0.622,0.478,0.052,0.638,0.0,0.203,0.868,67.0
42,24,1,13,253243,0.71,0.623,0.121,0.121,0.003,0.24,0.436,79.333
39,37,1,31,234858,0.804,0.69,0.351,0.138,0.0,0.258,0.613,77.333
94,66,1,43,214604,0.494,0.669,0.038,0.222,0.002,0.102,0.536,72.8
31,31,1,31,234671,,,,,,,,
108,86,1,61,266000,0.522,0.717,0.059,0.163,0.053,0.195,0.596,74.222
116,91,1,70,221436,,,,,,,,
96,75,1,46,219536,0.574,0.688,0.042,0.316,0.0,0.116,0.53,75.75
42,38,1,33,226396,0.577,0.481,0.031,0.495,0.0,0.101,0.433,67.333
128,22,1,103,230108,,,,,,,,
58,55,3,46,247654,,,,,,,,
50,5,1,17,214011,,,,,,,,
43,25,1,17,209647,,,,,,,,
190,114,4,90,226197,0.613,0.736,0.045,0.055,0.019,0.18,0.432,72.375
30,28,1,25,219993,0.563,0.702,0.066,0.219,0.0,0.196,0.588,78.143
91,77,3,63,216902,0.66,0.702,0.046,0.132,0.019,0.181,0.449,72.188
43,20,1,14,182824,,,,,,,,
18,18,1,18,228724,,,,,,,,
46,33,1,25,222758,,,,,,,,
37,28,2,16,238552,0.486,0.803,0.051,0.023,0.003,0.161,0.388,61.75
92,5,8,3,172363,,,,,,,,
8,8,1,7,223208,,,,,,,,
125,109,2,77,221999,0.455,0.632,0.039,0.234,0.004,0.115,0.522,79.5
194,78,3,58,218620,0.668,0.704,0.072,0.165,0.013,0.142,0.569,76.955
98,74,1,56,213534,0.583,0.466,0.029,0.304,0.003,0.115,0.511,70.333
24,24,1,22,223317,0.682,0.689,0.066,0.04,0.007,0.126,0.251,74.667
28,26,1,26,228267,,,,,,,,
20,18,1,15,227372,0.876,0.637,0.203,0.134,0.0,0.083,0.819,83.0
13,9,1,5,230778,,,,,,,,
12,10,1,6,391659,0.393,0.52,0.033,0.309,0.0,0.135,0.158,58.0
24,23,1,16,247920,0.616,0.48,0.039,0.401,0.0,0.201,0.339,75.0
171,123,1,96,242617,0.475,0.797,0.052,0.047,0.006,0.181,0.551,69.8
26,22,1,14,322137,,,,,,,,
119,115,4,102,222450,0.641,0.753,0.052,0.078,0.0,0.213,0.489,65.438
24,20,1,13,265641,0.586,0.78,0.037,0.066,0.002,0.125,0.566,80.143
55,46,4,33,227905,0.793,0.465,0.191,0.264,0.005,0.12,0.432,80.0
69,56,2,42,253980,0.501,0.792,0.074,0.089,0.06,0.172,0.579,73.581
141,129,5,113,239077,0.507,0.655,0.041,0.194,0.002,0.146,0.43,71.55
7,7,1,7,231298,,,,,,,,
36,25,1,14,276237,0.521,0.814,0.037,0.028,0.0,0.204,0.401,50.833
30,27,1,25,211073,0.742,0.568,0.035,0.018,0.0,0.099,0.524,77.5
206,115,1,71,219100,0.633,0.726,0.044,0.023,0.037,0.224,0.401,75.25
245,180,2,142,214655,0.648,0.724,0.092,0.096,0.01,0.214,0.516,73.481
21,17,1,11,239326,,,,,,,,
22,22,1,21,269370,,,,,,,,
13,5,1,4,183597,,,,,,,,
116,89,1,93,197889,0.756,0.74,0.143,0.257,0.001,0.175,0.564,71.2
82,72,2,39,263410,0.528,0.678,0.061,0.174,0.028,0.195,0.646,75.097
38,23,1,21,230737,0.54,0.849,0.065,0.132,0.0,0.166,0.329,80.0
18,18,1,18,220047,0.699,0.725,0.107,0.063,0.0,0.105,0.125,65.0
49,38,1,31,239924,0.765,0.705,0.047,0.147,0.038,0.203,0.794,82.333
62,56,1,50,227964,0.529,0.571,0.041,0.385,0.005,0.115,0.367,79.667
33,23,1,21,198144,,,,,,,,
18,18,1,17,244263,0.663,0.68,0.038,0.525,0.0,0.09,0.687,73.333
34,32,1,25,227152,0.536,0.645,0.061,0.266,0.115,0.182,0.579,75.143
7,6,1,5,236815,,,,,,,,
50,42,1,31,238563,0.711,0.681,0.279,0.056,0.007,0.159,0.57,74.667
56,35,1,24,224705,0.502,0.825,0.103,0.037,0.0,0.21,0.48,70.889
32,25,1,24,222379,,,,,,,,
210,165,1,102,222832,0.723,0.689,0.156,0.106,0.002,0.19,0.552,74.235
171,84,1,27,328498,,,,,,,,
57,35,1,22,170415,0.402,0.271,0.039,0.834,0.008,0.191,0.231,63.5
76,73,1,63,234523,0.723,0.717,0.14,0.205,0.0,0.143,0.646,75.857
124,108,1,94,225707,0.657,0.732,0.107,0.058,0.001,0.142,0.354,66.0
41,32,1,28,245432,0.759,0.553,0.152,0.236,0.003,0.117,0.424,79.571
92,78,7,58,249111,0.505,0.772,0.059,0.117,0.026,0.206,0.603,76.385
227,146,1,45,235243,0.627,0.776,0.076,0.107,0.091,0.22,0.43,64.812
82,69,1,58,224802,0.62,0.593,0.058,0.319,0.0,0.12,0.454,79.333
14,14,1,14,221326,,,,,,,,
50,43,1,33,331672,0.783,0.647,0.055,0.17,0.001,0.102,0.904,67.5
27,25,1,17,254406,,,,,,,,
25,25,1,20,221570,0.45,0.631,0.042,0.217,0.0,0.136,0.25,77.0
230,169,2,94,221008,0.552,0.568,0.031,0.364,0.001,0.127,0.587,70.875
7,5,1,3,232729,0.748,0.524,0.034,0.414,0.0,0.111,0.661,84.0
37,36,1,34,238570,,,,,,,,
22,11,1,8,255878,,,,,,,,
46,44,1,42,260964,,,,,,,,
73,62,4,52,233592,0.644,0.727,0.097,0.072,0.0,0.289,0.503,70.375
34,12,1,9,211588,0.579,0.493,0.045,0.452,0.006,0.127,0.397,70.333
22,16,1,15,231952,,,,,,,,
122,89,3,77,217840,0.538,0.603,0.086,0.408,0.0,0.132,0.381,64.5
56,39,3,32,182099,,,,,,,,
36,35,1,34,217266,0.592,0.725,0.04,0.023,0.004,0.149,0.555,79.2
73,52,2,48,184031,,,,,,,,
118,94,2,53,264084,0.507,0.447,0.037,0.428,0.0,0.168,0.335,70.812
18,17,1,16,274419,,,,,,,,
76,58,1,47,229792,0.624,0.757,0.096,0.113,0.016,0.219,0.529,72.333
25,24,1,14,259659,0.546,0.567,0.035,0.356,0.0,0.218,0.713,68.6
20,14,2,16,262482,,,,,,,,
55,42,1,18,292919,0.485,0.68,0.059,0.188,0.038,0.22,0.567,74.179
164,148,2,106,219003,0.563,0.679,0.074,0.23,0.044,0.229,0.584,74.0
114,84,2,70,219931,0.53,0.54,0.077,0.318,0.084,0.205,0.317,72.444
79,65,1,36,225286,0.567,0.704,0.041,0.286,0.0,0.12,0.595,74.167
28,21,1,17,219749,,,,,,,,
33,10,1,7,213332,0.659,0.726,0.059,0.431,0.0,0.086,0.372,75.5
98,82,1,70,227445,0.747,0.558,0.111,0.144,0.002,0.115,0.494,77.333
79,59,3,50,214872,0.795,0.592,0.197,0.188,0.005,0.186,0.491,79.5
115,104,2,82,220322,0.646,0.705,0.115,0.321,0.0,0.227,0.629,70.222
206,178,1,159,213349,0.622,0.752,0.065,0.103,0.009,0.16,0.572,71.818
231,22,1,7,245709,0.439,0.956,0.125,0.002,0.003,0.165,0.147,58.667
40,40,1,31,232992,0.532,0.515,0.034,0.443,0.0,0.113,0.312,69.3
152,145,1,129,222089,0.599,0.795,0.052,0.086,0.011,0.186,0.616,75.161
135,120,1,102,225866,0.516,0.658,0.046,0.23,0.001,0.163,0.386,61.059
62,58,1,51,295959,0.43,0.43,0.036,0.033,0.105,0.093,0.142,50.5
25,25,1,23,235144,0.577,0.844,0.07,0.032,0.019,0.216,0.765,69.0
30,28,1,25,211994,0.56,0.732,0.038,0.08,0.0,0.151,0.576,75.778
66,53,2,42,227009,0.649,0.685,0.054,0.027,0.0,0.075,0.551,71.2
20,19,1,17,217919,0.646,0.57,0.046,0.296,0.001,0.099,0.498,79.2
62,48,1,42,231661,0.817,0.695,0.112,0.015,0.005,0.1,0.577,83.0
21,13,1,11,245246,0.507,0.914,0.079,0.005,0.0,0.351,0.467,71.889
27,27,1,27,222081,0.552,0.516,0.032,0.371,0.014,0.114,0.281,60.0
76,64,1,53,243973,0.597,0.706,0.065,0.084,0.0,0.177,0.478,75.579
74,67,1,60,242248,0.54,0.767,0.047,0.061,0.003,0.197,0.607,74.583
22,22,1,18,273594,0.372,0.608,0.035,0.179,0.0,0.255,0.219,43.667
110,81,2,21,300207,,,,,,,,
62,52,1,47,231177,0.599,0.756,0.056,0.02,0.005,0.135,0.596,76.8
18,18,2,15,278275,,,,,,,,
43,43,1,43,229318,,,,,,,,
189,118,10,61,242253,0.466,0.663,0.033,0.121,0.0,0.188,0.301,53.48
74,52,277,22,312463,0.389,0.697,0.038,0.059,0.0,0.251,0.22,54.0
20,20,1,19,211376,0.54,0.699,0.092,0.128,0.146,0.196,0.371,68.8
94,77,1,64,237403,0.656,0.748,0.09,0.141,0.003,0.109,0.637,75.636
12,12,1,11,333741,,,,,,,,
60,52,1,40,231352,0.573,0.516,0.043,0.639,0.001,0.171,0.528,68.0
23,23,1,18,203219,,,,,,,,
190,132,1,102,230402,0.612,0.688,0.051,0.151,0.001,0.184,0.536,74.375
166,130,1,76,305298,0.639,0.791,0.05,0.065,0.159,0.122,0.445,65.375
54,47,2,39,219694,,,,,,,,
25,24,1,23,242630,0.591,0.68,0.051,0.163,0.001,0.135,0.656,77.8
24,23,1,23,231015,0.535,0.654,0.055,0.329,0.0,0.154,0.52,75.833
91,74,1,48,182637,0.532,0.512,0.041,0.491,0.004,0.196,0.708,70.269
143,109,1,60,271786,0.419,0.588,0.034,0.227,0.0,0.279,0.288,52.533
38,31,1,23,215155,0.822,0.608,0.219,0.013,0.011,0.122,0.478,83.0
73,66,1,64,224956,0.634,0.653,0.054,0.26,0.0,0.169,0.439,71.3
65,30,1,19,204589,0.557,0.753,0.031,0.012,0.0,0.155,0.648,76.333
69,60,1,44,243777,0.61,0.754,0.091,0.165,0.128,0.253,0.469,61.0
21,19,1,14,233974,0.454,0.784,0.061,0.03,0.0,0.072,0.374,77.5
37,28,3,23,239927,0.684,0.509,0.056,0.441,0.001,0.154,0.458,78.4
73,67,1,54,261273,,,,,,,,
103,68,1,44,210590,0.596,0.712,0.038,0.215,0.0,0.098,0.608,70.4
20,18,2,11,247136,,,,,,,,
112,37,1,16,287237,0.804,0.656,0.182,0.089,0.0,0.292,0.526,76.25
141,110,3,40,212807,0.53,0.673,0.07,0.227,0.058,0.189,0.663,68.194
33,24,1,17,258734,,,,,,,,
49,45,8,40,226516,0.673,0.665,0.132,0.038,0.0,0.088,0.493,71.5
58,45,1,36,244511,0.799,0.716,0.242,0.155,0.002,0.13,0.678,71.375
132,92,1,59,209882,0.478,0.639,0.042,0.251,0.003,0.097,0.56,78.0
88,84,1,72,238340,0.528,0.558,0.039,0.238,0.019,0.203,0.314,71.875
80,63,160,50,226705,0.58,0.558,0.043,0.319,0.0,0.138,0.427,73.5
19,14,1,7,304749,,,,,,,,
110,37,1,12,186939,,,,,,,,
21,17,1,14,215348,0.843,0.634,0.075,0.095,0.0,0.209,0.386,74.333
47,36,2,24,217701,0.531,0.636,0.061,0.269,0.003,0.136,0.4,70.846
25,22,1,18,185455,,,,,,,,
24,21,1,21,236889,,,,,,,,
35,33,1,30,237943,0.555,0.611,0.037,0.234,0.001,0.114,0.503,72.8
24,16,1,4,252037,,,,,,,,
43,40,1,37,240861,,,,,,,,
28,26,1,23,240453,0.575,0.841,0.037,0.229,0.06,0.144,0.312,75.0
23,14,1,10,244474,0.549,0.325,0.032,0.708,0.006,0.154,0.278,65.8
28,18,1,12,180822,0.817,0.432,0.19,0.216,0.0,0.233,0.485,60.0
19,14,1,13,235812,,,,,,,,
47,42,1,32,221449,0.759,0.666,0.069,0.141,0.017,0.113,0.831,79.714
43,38,1,25,309138,0.385,0.445,0.033,0.259,0.0,0.1,0.191,56.5
33,28,2,19,243639,,,,,,,,
52,46,1,40,230796,0.77,0.588,0.097,0.234,0.0,0.132,0.499,80.25
25,23,1,20,245330,,,,,,,,
79,64,2,49,223484,0.753,0.597,0.106,0.098,0.005,0.117,0.477,77.667
88,27,1,7,166665,,,,,,,,
84,81,2,78,225549,0.676,0.903,0.067,0.02,0.001,0.378,0.472,72.0
43,41,2,39,206499,0.413,0.916,0.063,0.004,0.037,0.266,0.413,73.333
34,9,1,4,215774,,,,,,,,
26,26,1,23,215052,,,,,,,,
45,13,1,4,287821,0.618,0.883,0.032,0.177,0.0,0.269,0.826,59.0
6,6,1,6,220703,,,,,,,,
56,37,1,28,256713,,,,,,,,
104,90,1,71,235435,0.661,0.724,0.063,0.094,0.01,0.143,0.627,77.417
90,82,5,53,265849,0.581,0.57,0.054,0.213,0.003,0.228,0.631,70.429
41,39,1,35,228033,,,,,,,,
25,19,1,17,248288,,,,,,,,
68,40,3,31,192544,,,,,,,,
15,14,1,13,230731,,,,,,,,
43,4,1,4,247721,0.586,0.672,0.074,0.02,0.0,0.077,0.548,78.0
25,20,1,16,223411,0.805,0.624,0.079,0.155,0.001,0.166,0.592,79.667
13,11,2,6,229206,0.549,0.713,0.033,0.024,0.0,0.178,0.357,77.4
161,133,3,106,224225,0.639,0.615,0.072,0.184,0.001,0.161,0.486,73.235
27,27,1,23,243756,0.58,0.636,0.042,0.266,0.0,0.131,0.63,76.0
196,155,1,125,233565,0.603,0.789,0.051,0.09,0.004,0.214,0.368,65.12
223,193,8,180,225683,0.627,0.729,0.065,0.107,0.037,0.205,0.576,71.556
13,13,1,13,236689,0.555,0.578,0.033,0.437,0.002,0.18,0.381,61.0
12,12,1,12,251598,,,,,,,,
14,11,1,7,285335,0.506,0.665,0.055,0.141,0.002,0.136,0.43,76.25
30,28,1,23,245507,0.648,0.61,0.038,0.199,0.0,0.188,0.692,72.143
98,21,1,3,274270,0.384,0.701,0.044,0.035,0.056,0.12,0.343,60.5
31,28,1,22,229973,0.554,0.531,0.031,0.296,0.001,0.152,0.299,71.0
37,21,1,19,203268,0.73,0.804,0.063,0.013,0.003,0.052,0.858,74.333
42,37,1,25,273704,0.453,0.499,0.031,0.464,0.0,0.397,0.29,48.5
71,67,1,60,223691,0.617,0.613,0.051,0.242,0.0,0.149,0.437,75.571
41,35,1,25,213619,0.548,0.783,0.077,0.145,0.0,0.179,0.488,76.0
23,23,1,20,249329,0.557,0.553,0.038,0.416,0.0,0.136,0.313,73.2
