,playlist_id,num_tracks,num_albums,num_followers,num_artists,avg_song_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_popularity
9406,6752,16,16,2,16,200515,0.591,0.8109999999999999,0.033,0.031,0.0,0.237,0.5720000000000001,71.333
9409,6753,111,86,2,42,233558,0.5920000000000001,0.6890000000000001,0.052000000000000005,0.266,0.0,0.11800000000000001,0.5920000000000001,71.25
9410,6754,52,41,1,36,281746,0.752,0.779,0.061,0.19699999999999998,0.149,0.14,0.865,69.8
9414,6755,82,75,1,61,236595,0.635,0.705,0.053,0.069,0.003,0.16399999999999998,0.385,80.833
9415,6756,33,21,1,6,219681,0.46299999999999997,0.45299999999999996,0.061,0.455,0.021,0.28800000000000003,0.5429999999999999,65.083
9416,6757,39,38,1,34,232142,0.5,0.341,0.099,0.705,0.003,0.135,0.373,77.0
9417,6758,62,61,1,51,230961,0.534,0.523,0.044000000000000004,0.379,0.006,0.179,0.539,74.833
9419,6759,47,42,3,39,223033,0.6609999999999999,0.705,0.075,0.09,0.001,0.151,0.7659999999999999,77.5
9421,6760,58,53,3,46,230578,0.5660000000000001,0.705,0.052000000000000005,0.209,0.0,0.146,0.53,76.6
9423,6761,32,25,2,22,242557,0.564,0.723,0.04,0.10400000000000001,0.081,0.20199999999999999,0.494,68.714
9424,6762,143,136,1,115,227599,0.648,0.755,0.07400000000000001,0.08900000000000001,0.031,0.18899999999999997,0.7390000000000001,70.85
9425,6763,42,41,1,38,232579,0.534,0.496,0.043,0.304,0.003,0.08900000000000001,0.622,83.0
9426,6764,23,22,1,20,235055,0.57,0.617,0.053,0.243,0.0,0.244,0.47200000000000003,73.0
9427,6765,95,81,1,66,226707,0.537,0.746,0.071,0.14,0.0,0.21600000000000003,0.41,75.214
9428,6766,63,58,1,52,222070,0.58,0.785,0.087,0.057999999999999996,0.001,0.127,0.664,74.0
9429,6767,116,94,1,60,239864,0.484,0.927,0.10099999999999999,0.011000000000000001,0.01,0.191,0.45,63.688
9430,6768,133,86,1,62,231532,0.544,0.59,0.032,0.313,0.001,0.158,0.494,70.35300000000001
9431,6769,199,148,3,113,224711,0.586,0.6829999999999999,0.042,0.13699999999999998,0.026000000000000002,0.17600000000000002,0.462,70.947
9432,6770,130,119,4,99,232543,0.521,0.5429999999999999,0.047,0.34700000000000003,0.013999999999999999,0.131,0.436,71.154
9434,6771,42,35,1,24,288140,0.624,0.486,0.052000000000000005,0.294,0.006999999999999999,0.132,0.7240000000000001,72.5
9435,6772,137,112,3,78,213861,0.631,0.618,0.033,0.182,0.0,0.22,0.7909999999999999,76.6
9436,6773,69,23,1,50,185787,0.436,0.336,0.064,0.65,0.027999999999999997,0.20800000000000002,0.42700000000000005,62.867
9438,6774,62,25,1,18,211343,0.574,0.778,0.141,0.094,0.004,0.23399999999999999,0.31,64.833
9439,6775,118,104,1,74,262103,0.522,0.7390000000000001,0.053,0.138,0.036000000000000004,0.163,0.621,75.048
9440,6776,161,95,1,55,212559,0.602,0.604,0.031,0.278,0.0,0.113,0.431,68.167
9441,6777,150,109,3,72,218398,0.619,0.617,0.031,0.14300000000000002,0.001,0.128,0.614,70.556
9442,6778,139,110,5,64,317500,0.521,0.9309999999999999,0.08800000000000001,0.002,0.022000000000000002,0.19399999999999998,0.325,42.0
9443,6779,235,90,2,35,245023,0.715,0.451,0.044000000000000004,0.413,0.0,0.11800000000000001,0.638,71.4
9444,6780,7,6,1,6,186895,0.579,0.41700000000000004,0.037000000000000005,0.748,0.0,0.10099999999999999,0.54,65.333
9446,6781,54,42,1,30,254712,0.596,0.872,0.094,0.008,0.168,0.268,0.29600000000000004,55.2
9447,6782,42,38,2,31,236656,0.642,0.731,0.059000000000000004,0.141,0.0,0.294,0.415,72.875
9448,6783,39,37,1,35,240435,0.597,0.293,0.078,0.6920000000000001,0.006,0.14400000000000002,0.524,61.5
9449,6784,55,11,1,7,294285,0.23800000000000002,0.32,0.039,0.41600000000000004,0.884,0.084,0.045,59.667
9450,6785,152,136,4,112,220566,0.45399999999999996,0.6779999999999999,0.05,0.20800000000000002,0.047,0.156,0.502,70.667
9451,6786,147,90,1,66,222414,0.428,0.639,0.042,0.152,0.124,0.235,0.306,69.75
9452,6787,105,67,2,53,185342,0.6,0.374,0.036000000000000004,0.544,0.001,0.25,0.763,66.5
9453,6788,80,68,1,66,205001,0.647,0.7340000000000001,0.079,0.16399999999999998,0.0,0.16,0.596,74.2
9455,6789,36,31,1,22,230695,0.645,0.7440000000000001,0.087,0.019,0.0,0.081,0.517,77.667
9456,6790,196,154,2,127,233582,0.479,0.659,0.054000000000000006,0.16399999999999998,0.022000000000000002,0.127,0.6,76.111
9457,6791,208,163,1,124,213499,0.564,0.6579999999999999,0.059000000000000004,0.271,0.0,0.187,0.568,69.176
9458,6792,59,31,1,16,213482,0.514,0.7759999999999999,0.049,0.24600000000000002,0.0,0.073,0.579,73.0
9459,6793,34,32,1,31,228984,0.65,0.6940000000000001,0.061,0.16,0.004,0.126,0.546,74.4
9460,6794,214,175,1,153,225844,0.6940000000000001,0.66,0.141,0.18,0.025,0.233,0.568,74.028
9461,6795,247,28,1,71,143765,0.47200000000000003,0.324,0.064,0.722,0.105,0.18600000000000003,0.435,58.44
9462,6796,25,24,1,19,244955,0.49200000000000005,0.586,0.037000000000000005,0.217,0.003,0.324,0.354,69.5
9463,6797,81,61,1,41,247688,0.502,0.75,0.037000000000000005,0.079,0.028999999999999998,0.19699999999999998,0.541,72.294
9464,6798,43,37,1,31,222757,0.6890000000000001,0.742,0.13,0.271,0.0,0.228,0.401,69.0
9465,6799,106,47,1,27,242480,0.72,0.418,0.059000000000000004,0.154,0.0,0.285,0.38299999999999995,71.5
9466,6800,93,77,1,63,215744,0.633,0.759,0.10800000000000001,0.059000000000000004,0.055,0.19,0.5589999999999999,72.154
9469,6801,206,145,4,89,234867,0.617,0.612,0.09699999999999999,0.332,0.012,0.156,0.485,64.583
9471,6802,35,33,2,19,233967,0.6,0.7659999999999999,0.08900000000000001,0.07400000000000001,0.0,0.273,0.397,72.0
9472,6803,65,61,1,45,250434,0.565,0.672,0.042,0.213,0.0,0.15,0.675,74.85
9473,6804,40,21,1,4,219326,0.619,0.672,0.048,0.26899999999999996,0.0,0.105,0.628,73.5
9475,6805,88,84,1,55,237441,0.512,0.502,0.040999999999999995,0.505,0.025,0.183,0.5670000000000001,71.10300000000001
9477,6806,104,88,1,69,230670,0.523,0.6459999999999999,0.046,0.22399999999999998,0.017,0.17800000000000002,0.336,75.05
9478,6807,123,68,1,44,334562,0.377,0.606,0.037000000000000005,0.193,0.0,0.21100000000000002,0.287,51.125
9479,6808,89,50,1,36,235707,0.524,0.531,0.05,0.40299999999999997,0.0,0.131,0.363,76.833
9481,6809,127,98,1,45,223011,0.513,0.685,0.052000000000000005,0.22,0.092,0.154,0.547,73.1
9483,6810,28,27,1,23,262047,0.6990000000000001,0.794,0.077,0.027999999999999997,0.002,0.22,0.647,81.75
9484,6811,41,39,1,23,259423,0.608,0.728,0.07400000000000001,0.249,0.0,0.376,0.629,75.0
9485,6812,72,69,2,66,225718,0.5589999999999999,0.607,0.052000000000000005,0.34,0.001,0.17,0.747,73.375
9486,6813,91,85,1,72,227894,0.6679999999999999,0.782,0.075,0.151,0.009000000000000001,0.153,0.46399999999999997,71.615
9488,6814,75,71,1,56,270540,0.539,0.635,0.054000000000000006,0.099,0.08800000000000001,0.124,0.389,73.111
9489,6815,6,6,1,6,218894,0.701,0.8059999999999999,0.044000000000000004,0.105,0.0,0.127,0.48700000000000004,77.0
9491,6816,48,21,1,37,184024,0.456,0.303,0.077,0.7040000000000001,0.0,0.212,0.45799999999999996,61.308
9492,6817,56,53,1,44,214616,0.6679999999999999,0.7070000000000001,0.08900000000000001,0.077,0.005,0.114,0.431,75.5
9494,6818,142,108,1,60,269319,0.5710000000000001,0.43700000000000006,0.035,0.36,0.10300000000000001,0.11699999999999999,0.556,59.833
9495,6819,71,52,1,35,227289,0.578,0.573,0.033,0.29100000000000004,0.002,0.17600000000000002,0.46299999999999997,65.23100000000001
9497,6820,49,28,1,15,311745,0.42700000000000005,0.9,0.069,0.02,0.17800000000000002,0.17600000000000002,0.539,73.5
9498,6821,200,107,1,49,257986,0.51,0.77,0.059000000000000004,0.064,0.02,0.20199999999999999,0.488,71.579
9499,6822,120,108,1,86,233299,0.7340000000000001,0.768,0.102,0.1,0.001,0.18,0.7120000000000001,75.625
9500,6823,71,60,1,49,220636,0.519,0.506,0.035,0.6609999999999999,0.0,0.21100000000000002,0.425,66.833
9501,6824,49,45,4,38,236997,0.608,0.84,0.151,0.017,0.025,0.196,0.5670000000000001,75.5
9502,6825,46,46,1,46,250741,0.57,0.742,0.053,0.096,0.157,0.24600000000000002,0.6859999999999999,69.75
9503,6826,104,53,1,35,208880,0.782,0.5920000000000001,0.196,0.1,0.004,0.131,0.389,80.0
9504,6827,80,75,1,60,235367,0.638,0.7859999999999999,0.133,0.128,0.011000000000000001,0.209,0.596,73.6
9505,6828,31,31,1,28,212901,0.657,0.748,0.099,0.185,0.0,0.24100000000000002,0.49700000000000005,76.6
9506,6829,60,57,1,50,227491,0.601,0.545,0.086,0.262,0.001,0.115,0.665,70.0
9507,6830,43,37,3,28,276498,0.45,0.6679999999999999,0.07200000000000001,0.196,0.17,0.151,0.561,72.941
9508,6831,85,71,2,61,219647,0.606,0.6920000000000001,0.066,0.135,0.006,0.125,0.537,76.95
9509,6832,49,44,1,30,227615,0.623,0.696,0.193,0.015,0.0,0.475,0.358,69.75
9511,6833,97,86,1,71,231810,0.526,0.752,0.044000000000000004,0.09300000000000001,0.027000000000000003,0.207,0.523,68.25
9512,6834,126,89,2,67,237517,0.547,0.382,0.08199999999999999,0.629,0.0,0.198,0.32,74.0
9513,6835,30,24,2,20,235656,0.493,0.795,0.055999999999999994,0.034,0.002,0.203,0.5660000000000001,78.308
9514,6836,102,92,2,68,196584,0.5770000000000001,0.518,0.052000000000000005,0.544,0.01,0.188,0.679,68.333
9515,6837,49,33,1,22,233709,0.495,0.61,0.036000000000000004,0.262,0.001,0.19399999999999998,0.5,70.857
9516,6838,32,30,1,25,241854,0.562,0.39399999999999996,0.027999999999999997,0.419,0.0,0.106,0.327,78.333
9517,6839,32,31,2,29,218847,0.5670000000000001,0.467,0.031,0.184,0.025,0.122,0.42700000000000005,55.667
9520,6840,13,13,1,13,199977,0.506,0.5489999999999999,0.037000000000000005,0.45399999999999996,0.0,0.332,0.738,74.0
9521,6841,59,53,1,46,296590,0.715,0.809,0.135,0.021,0.03,0.418,0.6659999999999999,48.0
9524,6842,88,61,2,52,215006,0.6890000000000001,0.745,0.053,0.147,0.02,0.136,0.56,74.667
9526,6843,26,24,1,22,227436,0.721,0.643,0.055999999999999994,0.315,0.0,0.129,0.6890000000000001,85.5
9529,6844,178,158,1,123,235295,0.7190000000000001,0.649,0.11699999999999999,0.20800000000000002,0.006999999999999999,0.151,0.5760000000000001,77.52
9531,6845,76,70,1,58,221380,0.679,0.637,0.077,0.135,0.017,0.25,0.435,74.667
9532,6846,66,57,4,42,237608,0.841,0.706,0.124,0.191,0.0,0.14400000000000002,0.695,79.714
9533,6847,32,32,1,31,218843,0.696,0.5760000000000001,0.16399999999999998,0.36200000000000004,0.0,0.233,0.361,82.5
9534,6848,73,69,1,53,245650,0.5579999999999999,0.614,0.043,0.341,0.006999999999999999,0.171,0.621,74.303
9535,6849,12,12,1,12,240901,0.625,0.45,0.037000000000000005,0.381,0.0,0.10400000000000001,0.48700000000000004,77.667
9536,6850,42,37,1,31,278344,0.465,0.648,0.038,0.213,0.0,0.126,0.34600000000000003,57.4
9537,6851,109,93,1,76,229599,0.504,0.629,0.057,0.20600000000000002,0.0,0.163,0.444,73.692
9540,6852,28,10,1,9,234256,0.337,0.038,0.055,0.978,0.909,0.09300000000000001,0.12300000000000001,62.0
9541,6853,150,55,2,36,314724,0.389,0.596,0.039,0.245,0.0,0.185,0.223,53.3
9544,6854,57,42,2,34,230004,0.73,0.695,0.028999999999999998,0.078,0.057999999999999996,0.08900000000000001,0.847,80.5
9545,6855,30,17,1,7,242037,0.444,0.6809999999999999,0.034,0.16899999999999998,0.002,0.08199999999999999,0.701,67.0
9550,6856,31,26,2,20,296784,0.774,0.6990000000000001,0.054000000000000006,0.051,0.0,0.10800000000000001,0.894,77.75
9551,6857,133,114,3,96,238079,0.73,0.655,0.114,0.11900000000000001,0.0,0.23199999999999998,0.502,73.667
9552,6858,61,54,1,45,233602,0.836,0.741,0.099,0.133,0.009000000000000001,0.161,0.7829999999999999,79.5
9553,6859,139,133,1,108,231282,0.6920000000000001,0.708,0.085,0.20800000000000002,0.0,0.15,0.693,75.08
9557,6860,78,44,6,27,255453,0.7090000000000001,0.515,0.127,0.294,0.0,0.304,0.336,66.25
9558,6861,139,113,1,73,208494,0.48,0.7390000000000001,0.066,0.17,0.016,0.204,0.575,72.975
9559,6862,35,28,2,22,223720,0.638,0.614,0.064,0.264,0.077,0.473,0.764,61.5
9560,6863,63,58,1,55,227216,0.643,0.619,0.05,0.25,0.002,0.154,0.638,70.75
9562,6864,74,57,1,41,229031,0.7759999999999999,0.6940000000000001,0.19699999999999998,0.132,0.004,0.126,0.442,78.833
9563,6865,48,45,1,34,272429,0.45899999999999996,0.631,0.031,0.182,0.0,0.302,0.271,49.714
9564,6866,43,43,1,37,224579,0.564,0.9209999999999999,0.08,0.013000000000000001,0.066,0.12,0.64,73.714
9565,6867,58,46,1,36,243806,0.716,0.46,0.092,0.203,0.001,0.157,0.358,72.0
9566,6868,16,14,2,14,175187,0.593,0.359,0.032,0.55,0.0,0.265,0.8240000000000001,71.0
9567,6869,61,58,1,48,224909,0.5479999999999999,0.644,0.047,0.207,0.0,0.175,0.679,72.333
9568,6870,61,52,1,45,231111,0.593,0.528,0.055,0.33,0.0,0.092,0.375,78.143
9569,6871,5,5,1,5,231672,0.45,0.418,0.027999999999999997,0.7929999999999999,0.013000000000000001,0.10099999999999999,0.23600000000000002,62.5
9571,6872,129,105,2,70,231690,0.629,0.767,0.054000000000000006,0.109,0.006,0.182,0.452,71.952
9572,6873,84,58,1,36,215510,0.65,0.688,0.032,0.237,0.0,0.113,0.737,71.333
9573,6874,108,91,1,77,250863,0.386,0.5,0.046,0.49200000000000005,0.003,0.11199999999999999,0.23600000000000002,62.75
9575,6875,74,58,1,43,210807,0.529,0.871,0.07,0.002,0.006,0.11800000000000001,0.517,65.538
9576,6876,243,182,3,156,223933,0.606,0.629,0.044000000000000004,0.264,0.013999999999999999,0.19899999999999998,0.531,70.458
9578,6877,43,39,1,24,283720,0.545,0.711,0.07400000000000001,0.19699999999999998,0.071,0.141,0.623,74.625
9579,6878,143,115,4,78,222642,0.7240000000000001,0.75,0.07,0.258,0.0,0.115,0.67,72.571
9580,6879,46,44,1,37,245399,0.601,0.8740000000000001,0.062,0.027999999999999997,0.001,0.19899999999999998,0.619,75.125
9581,6880,127,99,1,50,266282,0.6629999999999999,0.775,0.055,0.39,0.0,0.172,0.7959999999999999,54.2
9582,6881,23,20,1,19,228087,0.465,0.943,0.09300000000000001,0.001,0.052000000000000005,0.28600000000000003,0.348,59.0
9583,6882,34,29,1,26,236968,0.561,0.614,0.045,0.32899999999999996,0.0,0.20600000000000002,0.445,78.125
9584,6883,80,75,1,68,222430,0.588,0.703,0.05,0.1,0.0,0.172,0.39899999999999997,71.75
9585,6884,92,78,2,56,242713,0.855,0.7190000000000001,0.122,0.11800000000000001,0.0,0.155,0.69,81.6
9586,6885,33,11,1,3,239047,0.685,0.7090000000000001,0.049,0.109,0.0,0.115,0.507,73.4
9588,6886,63,61,2,57,202980,0.493,0.8220000000000001,0.086,0.16899999999999998,0.003,0.142,0.5670000000000001,64.5
9590,6887,60,59,1,59,210691,0.657,0.6779999999999999,0.062,0.134,0.0,0.096,0.405,59.25
9591,6888,77,68,1,54,255402,0.614,0.5589999999999999,0.10300000000000001,0.366,0.002,0.132,0.5770000000000001,64.25
9592,6889,46,39,1,34,232851,0.49,0.456,0.05,0.648,0.004,0.159,0.201,76.375
9593,6890,84,70,1,41,203969,0.662,0.49200000000000005,0.09,0.7070000000000001,0.001,0.141,0.629,66.25
9594,6891,42,34,1,29,230346,0.527,0.6940000000000001,0.057,0.20199999999999999,0.031,0.16,0.5760000000000001,67.36399999999999
9595,6892,77,73,1,64,219056,0.682,0.642,0.076,0.13699999999999998,0.001,0.124,0.5670000000000001,72.778
9596,6893,221,203,5,151,238127,0.633,0.762,0.079,0.087,0.009000000000000001,0.253,0.46399999999999997,69.35
9598,6894,105,92,2,69,223828,0.595,0.753,0.049,0.11199999999999999,0.016,0.209,0.59,72.75
9600,6895,35,34,1,26,221150,0.555,0.737,0.040999999999999995,0.239,0.0,0.134,0.537,75.5
9601,6896,85,54,1,33,228272,0.871,0.527,0.267,0.005,0.011000000000000001,0.13,0.35100000000000003,83.5
9602,6897,44,43,1,39,219586,0.479,0.7979999999999999,0.045,0.049,0.0,0.129,0.5479999999999999,71.0
9603,6898,64,55,4,46,229222,0.598,0.74,0.19,0.23199999999999998,0.008,0.209,0.612,75.0
9604,6899,15,13,2,13,240856,0.748,0.654,0.057,0.203,0.0,0.109,0.718,77.0
9606,6900,63,40,1,25,266311,0.7709999999999999,0.674,0.23199999999999998,0.184,0.054000000000000006,0.193,0.5820000000000001,72.067
9607,6901,42,35,1,32,232296,0.578,0.764,0.031,0.09,0.0,0.124,0.485,78.25
9608,6902,118,106,1,77,297077,0.423,0.586,0.033,0.22899999999999998,0.0,0.3,0.245,55.778
9609,6903,43,37,1,28,239416,0.856,0.741,0.068,0.095,0.0,0.165,0.655,79.4
9610,6904,106,94,1,74,221594,0.57,0.6990000000000001,0.051,0.233,0.005,0.213,0.6859999999999999,73.81
9611,6905,152,98,1,53,246348,0.747,0.778,0.07400000000000001,0.009000000000000001,0.0,0.22899999999999998,0.541,66.75
9613,6906,10,10,1,10,235982,0.55,0.545,0.065,0.195,0.0,0.10800000000000001,0.308,78.667
9614,6907,36,34,1,30,219750,0.621,0.679,0.033,0.127,0.053,0.303,0.43799999999999994,68.667
9615,6908,110,72,8,45,299940,0.424,0.461,0.038,0.265,0.129,0.215,0.268,66.87899999999999
9616,6909,25,24,1,22,271946,0.652,0.826,0.076,0.006999999999999999,0.201,0.32,0.623,56.667
9617,6910,97,94,1,87,258507,0.552,0.688,0.07400000000000001,0.14800000000000002,0.14300000000000002,0.196,0.29600000000000004,62.0
9618,6911,102,90,2,82,229975,0.561,0.7440000000000001,0.064,0.09300000000000001,0.004,0.132,0.513,72.778
9619,6912,160,130,2,68,217542,0.624,0.647,0.036000000000000004,0.29100000000000004,0.0,0.11599999999999999,0.677,70.571
9620,6913,242,165,2,89,251115,0.46399999999999997,0.7829999999999999,0.052000000000000005,0.052000000000000005,0.052000000000000005,0.18600000000000003,0.48,70.389
9621,6914,32,28,1,19,234948,0.6509999999999999,0.317,0.348,0.9279999999999999,0.002,0.11599999999999999,0.642,71.5
9622,6915,55,54,2,53,273084,0.603,0.613,0.035,0.2,0.282,0.109,0.314,62.0
9624,6916,184,110,1,60,227061,0.578,0.486,0.042,0.47600000000000003,0.002,0.20600000000000002,0.469,71.188
9625,6917,22,20,1,14,271802,0.506,0.6809999999999999,0.027999999999999997,0.3,0.009000000000000001,0.10300000000000001,0.22899999999999998,70.0
9626,6918,106,79,1,59,240820,0.732,0.613,0.08,0.125,0.002,0.1,0.63,71.333
9627,6919,19,17,1,17,276323,0.5710000000000001,0.594,0.05,0.217,0.0,0.24600000000000002,0.597,73.0
9628,6920,43,35,1,32,212468,0.562,0.711,0.032,0.204,0.0,0.08800000000000001,0.258,64.5
9629,6921,67,64,1,62,232122,0.632,0.659,0.054000000000000006,0.267,0.039,0.158,0.662,72.778
9630,6922,98,90,1,82,232012,0.494,0.512,0.039,0.32299999999999995,0.016,0.225,0.5,68.0
9631,6923,36,22,1,13,197610,0.752,0.391,0.133,0.519,0.002,0.13699999999999998,0.325,80.167
9632,6924,90,56,2,39,228389,0.758,0.649,0.040999999999999995,0.262,0.0,0.10800000000000001,0.66,70.0
9633,6925,52,49,1,42,226255,0.6729999999999999,0.722,0.136,0.043,0.008,0.22399999999999998,0.321,69.667
9634,6926,14,13,1,13,216128,0.763,0.6990000000000001,0.045,0.193,0.0,0.131,0.598,80.5
9635,6927,20,17,1,17,225948,0.625,0.618,0.04,0.26899999999999996,0.067,0.17300000000000001,0.54,77.75
9636,6928,22,21,1,20,219956,0.615,0.737,0.063,0.01,0.001,0.171,0.349,75.667
9637,6929,75,70,23,61,221235,0.701,0.7440000000000001,0.087,0.127,0.005,0.13699999999999998,0.581,64.714
9638,6930,45,32,1,21,218166,0.62,0.742,0.039,0.022000000000000002,0.07400000000000001,0.126,0.544,78.571
9639,6931,58,38,1,20,246415,0.703,0.7120000000000001,0.278,0.10099999999999999,0.0,0.368,0.657,64.0
9640,6932,20,19,1,19,242756,0.594,0.6659999999999999,0.038,0.16899999999999998,0.012,0.174,0.632,79.444
9641,6933,183,135,1,83,225594,0.669,0.715,0.138,0.09699999999999999,0.002,0.215,0.528,72.941
9643,6934,33,28,1,21,260943,0.45399999999999996,0.7070000000000001,0.04,0.12,0.053,0.18,0.47100000000000003,75.077
9644,6935,188,176,8,147,236780,0.667,0.644,0.066,0.134,0.273,0.19899999999999998,0.45,66.0
9645,6936,65,64,2,59,227283,0.62,0.65,0.07400000000000001,0.262,0.023,0.20800000000000002,0.675,72.6
9646,6937,191,129,1,113,220686,0.568,0.726,0.045,0.086,0.002,0.225,0.581,77.875
9647,6938,124,68,3,44,229009,0.6920000000000001,0.705,0.37,0.267,0.0,0.268,0.525,66.5
9648,6939,50,35,1,26,221077,0.604,0.782,0.076,0.161,0.0,0.27699999999999997,0.5329999999999999,74.667
9649,6940,59,45,2,41,230400,0.597,0.655,0.049,0.376,0.017,0.22899999999999998,0.5770000000000001,69.667
9651,6941,20,18,1,15,222965,0.6890000000000001,0.598,0.064,0.243,0.0,0.1,0.635,80.8
9653,6942,80,54,2,46,240748,0.607,0.748,0.091,0.10800000000000001,0.002,0.213,0.48700000000000004,75.5
9654,6943,52,48,1,40,285387,0.726,0.75,0.04,0.455,0.0,0.205,0.927,70.5
9655,6944,61,61,1,59,232677,0.617,0.52,0.065,0.275,0.003,0.134,0.47700000000000004,68.167
9656,6945,34,34,1,34,224339,0.696,0.667,0.207,0.02,0.0,0.555,0.5820000000000001,68.0
9657,6946,53,48,1,39,239208,0.6659999999999999,0.431,0.037000000000000005,0.235,0.001,0.14400000000000002,0.621,75.0
9658,6947,35,31,1,29,241313,0.72,0.755,0.053,0.11199999999999999,0.0,0.10400000000000001,0.742,79.0
9659,6948,94,82,1,60,233207,0.7190000000000001,0.599,0.141,0.36700000000000005,0.0,0.14,0.634,77.8
9660,6949,18,17,1,15,229277,0.6859999999999999,0.544,0.045,0.24600000000000002,0.0,0.13,0.7959999999999999,78.667
9661,6950,15,10,1,15,183410,0.423,0.305,0.076,0.655,0.002,0.23800000000000002,0.495,68.333
9662,6951,184,140,1,115,247680,0.608,0.5579999999999999,0.078,0.33799999999999997,0.0,0.184,0.5529999999999999,69.583
9663,6952,17,16,1,16,241643,0.615,0.527,0.028999999999999998,0.349,0.0,0.10400000000000001,0.457,76.25
9665,6953,38,35,1,33,231144,0.521,0.6409999999999999,0.032,0.165,0.0,0.253,0.679,72.667
9669,6954,46,43,1,38,190235,0.5710000000000001,0.5539999999999999,0.094,0.349,0.069,0.142,0.667,64.429
9670,6955,104,70,1,44,238710,0.586,0.8390000000000001,0.071,0.076,0.055,0.24,0.424,67.385
9672,6956,105,83,1,71,228953,0.6990000000000001,0.613,0.057999999999999996,0.174,0.0,0.17600000000000002,0.495,77.23100000000001
9673,6957,14,14,1,13,231812,0.5479999999999999,0.505,0.057,0.344,0.0,0.166,0.262,77.25
9674,6958,105,15,1,12,300436,0.38299999999999995,0.5329999999999999,0.035,0.294,0.0,0.195,0.24600000000000002,49.5
9675,6959,178,162,6,141,226181,0.775,0.627,0.081,0.127,0.247,0.106,0.496,63.625
9678,6960,70,57,1,46,220746,0.6509999999999999,0.773,0.067,0.138,0.006999999999999999,0.2,0.6609999999999999,75.556
9679,6961,92,84,2,64,224605,0.669,0.76,0.158,0.145,0.0,0.33799999999999997,0.632,62.0
9680,6962,70,50,6,34,241123,0.494,0.852,0.054000000000000006,0.044000000000000004,0.025,0.155,0.439,70.913
9681,6963,17,15,2,13,208126,0.588,0.546,0.125,0.547,0.0,0.154,0.455,82.0
9682,6964,99,67,1,56,222101,0.599,0.598,0.037000000000000005,0.172,0.001,0.11,0.259,77.0
9683,6965,19,17,1,11,207098,0.525,0.83,0.064,0.019,0.0,0.151,0.547,66.333
9684,6966,61,57,1,51,221838,0.654,0.428,0.031,0.348,0.003,0.10800000000000001,0.365,75.0
9685,6967,196,145,1,94,286588,0.48700000000000004,0.7390000000000001,0.078,0.156,0.062,0.183,0.619,70.932
9687,6968,71,55,1,52,213013,0.52,0.705,0.035,0.322,0.0,0.09,0.614,70.0
9688,6969,22,21,2,18,236358,0.503,0.6709999999999999,0.037000000000000005,0.132,0.0,0.132,0.613,73.833
9689,6970,56,54,1,49,237121,0.657,0.802,0.124,0.037000000000000005,0.023,0.257,0.57,71.667
9690,6971,130,100,1,77,217505,0.65,0.748,0.061,0.111,0.0,0.121,0.736,74.35300000000001
9691,6972,240,158,3,97,224095,0.763,0.654,0.122,0.125,0.002,0.196,0.42200000000000004,70.533
9693,6973,63,58,1,51,242683,0.483,0.435,0.032,0.45399999999999996,0.003,0.107,0.28600000000000003,71.429
9694,6974,199,39,1,26,265451,0.479,0.56,0.05,0.245,0.12300000000000001,0.23600000000000002,0.413,64.733
9696,6975,17,16,1,16,262410,0.7659999999999999,0.816,0.132,0.004,0.064,0.111,0.34700000000000003,73.0
9697,6976,34,31,1,24,248516,0.47600000000000003,0.5820000000000001,0.049,0.43,0.006,0.147,0.455,67.2
9698,6977,76,74,6,64,241980,0.546,0.62,0.037000000000000005,0.353,0.01,0.152,0.588,76.444
9699,6978,11,11,1,10,273735,0.509,0.8340000000000001,0.038,0.059000000000000004,0.001,0.12300000000000001,0.46399999999999997,81.0
9700,6979,124,90,4,48,231563,0.47,0.474,0.03,0.242,0.0,0.107,0.45399999999999996,72.5
9701,6980,34,33,1,29,247735,0.609,0.9,0.073,0.003,0.29600000000000004,0.07200000000000001,0.884,62.0
9703,6981,21,21,1,19,218892,0.642,0.777,0.036000000000000004,0.068,0.001,0.09699999999999999,0.75,66.0
9704,6982,193,75,1,43,236814,0.836,0.589,0.18899999999999997,0.11900000000000001,0.006,0.162,0.46,83.4
9707,6983,120,88,1,69,208742,0.541,0.391,0.033,0.34700000000000003,0.005,0.188,0.5529999999999999,61.5
9708,6984,19,16,1,14,250106,0.45399999999999996,0.565,0.034,0.317,0.0,0.10800000000000001,0.35600000000000004,72.8
9709,6985,22,22,1,20,234101,0.517,0.46,0.035,0.449,0.0,0.111,0.47600000000000003,74.0
9710,6986,190,68,3,24,206384,0.257,0.322,0.043,0.589,0.8590000000000001,0.217,0.22,57.25
9713,6987,78,65,1,38,199882,0.655,0.5820000000000001,0.069,0.295,0.003,0.213,0.732,59.5
9714,6988,27,25,1,21,215149,0.655,0.625,0.09300000000000001,0.214,0.015,0.12,0.508,76.125
9715,6989,64,63,11,59,225107,0.7440000000000001,0.67,0.11699999999999999,0.17,0.004,0.19,0.5539999999999999,77.875
9717,6990,21,14,1,9,236644,0.406,0.9079999999999999,0.052000000000000005,0.002,0.0,0.218,0.444,45.0
9718,6991,68,67,3,63,244642,0.524,0.341,0.159,0.635,0.068,0.466,0.414,72.5
